user_id,username,email,department,job_title,privilege_level,systems_access,last_login,days_inactive,is_active,hire_date,system_count,is_admin,is_power_user,is_service_account,tenure_days,total_events,night_access_count,weekend_access_count,after_hours_count,high_sensitivity_count,failed_login_count,export_count,admin_operation_count,unique_resource_count,identity_sprawl_score,stale_account_flag,new_hire_flag,new_hire_overaccess_flag,privileged_inactive_flag,orphaned_account_flag,service_account_risk,blast_radius_score,sensitive_access_ratio,after_hours_ratio,export_risk_score,admin_activity_score,failed_login_risk,identity_sprawl_risk,stale_account_risk,privilege_abuse_risk,service_account_risk_score,behavior_risk,data_access_risk,rule_hits,overall_risk_score,confidence_score,top_risk_reason,recommended_action,risk_level,anomaly_flag,anomaly_score_raw,anomaly_score,anomaly_severity
USR00018,meera.burke,meera.burke@company.com,Operations,Executive,power-user,EMAIL|ServiceNow|ADMIN_SYS|Azure_AD,2026-02-20,59,True,2025-10-04,4,0,1,0,252,5.0,2.0,0.0,2.0,4.0,0.0,2.0,1.0,3.0,26.0,1,0,0,0,0,0,8,0.6666666666666666,0.3333333333333333,10.0,5.0,0.0,0,0,8,0,10,20,3,31.18,50.0,Data Access,Review sensitive data access,LOW,NORMAL,0.10896023863688392,33.83,LOW
USR00019,joshua.white,joshua.white@company.com,Finance,Coordinator,user,VPN|EMAIL,2026-04-18,2,True,2024-06-20,2,0,0,0,723,4.0,2.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,16.0,0,0,0,0,0,0,2,0.4,0.6,5.0,0.0,0.0,0,0,0,10,20,10,3,32.35,50.0,Behavior,Investigate suspicious activity,LOW,NORMAL,0.13749648909270945,23.78,LOW
USR00020,karan.white,karan.white@company.com,IT,Specialist,user,GCP,2026-03-26,25,True,2023-12-14,1,0,0,0,912,8.0,1.0,1.0,2.0,8.0,2.0,0.0,0.0,4.0,13.0,0,0,0,0,0,0,1,0.8888888888888888,0.2222222222222222,0.0,0.0,8.0,0,0,0,0,0,30,1,20.59,16.67,Data Access,Review sensitive data access,LOW,NORMAL,0.029415451772860757,61.85,HIGH
USR00021,rohan.harris,rohan.harris@company.com,Marketing,Executive,user,Azure_AD,2026-03-18,33,True,2022-12-22,1,0,0,0,1269,6.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,6.0,17.0,1,0,0,0,0,0,1,0.2857142857142857,0.1428571428571428,0.0,10.0,4.0,10,0,0,0,0,0,1,8.82,16.67,Identity Sprawl,Review and remove excess access,LOW,NORMAL,0.08190340363512733,43.36,MEDIUM
USR00022,harsh.patel,harsh.patel@company.com,Legal,Specialist,user,ADMIN_SYS|Okta,2026-02-27,52,True,2025-04-22,2,0,0,0,417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Identity Sprawl,Review and remove excess access,LOW,NORMAL,0.18668177289485782,6.45,LOW
USR00023,isha.jones,isha.jones@company.com,Legal,Director,power-user,SIEM|AD|EMAIL,2026-02-24,55,True,2024-03-25,3,0,1,0,810,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,17.0,1,0,0,0,0,0,6,0.5,0.0,0.0,0.0,0.0,0,0,8,0,0,10,2,16.47,33.33,Data Access,Review sensitive data access,LOW,NORMAL,0.16111276261533225,15.46,LOW
USR00024,nicholas.jackson,nicholas.jackson@company.com,Compliance,Lead,user,PROD_DB,2026-03-20,31,True,2023-11-01,1,0,0,0,955,8.0,0.0,2.0,2.0,6.0,0.0,2.0,2.0,5.0,15.0,1,0,0,0,0,0,1,0.6666666666666666,0.2222222222222222,10.0,10.0,0.0,0,0,0,0,0,30,1,20.59,16.67,Data Access,Review sensitive data access,LOW,NORMAL,0.10252069142630649,36.1,LOW
USR00025,diya.romano,diya.romano@company.com,Marketing,Coordinator,power-user,EMAIL|ADMIN_SYS,2026-04-07,13,True,2022-06-12,2,0,1,0,1462,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,12.0,0,0,0,0,0,0,4,0.5,0.0,0.0,5.0,0.0,0,0,8,0,0,10,2,16.47,33.33,Data Access,Review sensitive data access,LOW,NORMAL,0.14961845580478023,19.51,LOW
USR00026,stephen.bhat,stephen.bhat@company.com,Finance,Director,user,ADMIN_SYS|PROD_DB,2026-03-18,33,True,2022-12-14,2,0,0,0,1277,5.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,5.0,20.0,1,0,0,0,0,0,2,0.3333333333333333,0.3333333333333333,0.0,10.0,4.0,0,0,0,0,10,10,2,17.65,33.33,Behavior,Investigate suspicious activity,LOW,NORMAL,0.12921582841435447,26.7,LOW
USR00027,pooja.sullivan,pooja.sullivan@company.com,Support,Lead,admin,VPN|Salesforce|AWS_IAM|ADMIN_SYS|SIEM|Azure_AD|ServiceNow,2026-03-17,34,True,2024-02-21,7,1,0,0,843,9.0,2.0,3.0,5.0,5.0,0.0,1.0,5.0,7.0,49.0,1,0,0,1,0,0,14,0.5,0.5,5.0,25.0,0.0,50,20,15,0,20,20,5,88.24,83.33,Identity Sprawl,Review and remove excess access,CRITICAL,ANOMALY,-0.03575436169228663,84.81,CRITICAL
USR00028,paul.singh,paul.singh@company.com,HR,Officer,admin,GCP|Salesforce|EMAIL|VPN|ServiceNow|ADMIN_SYS,2026-03-23,28,True,2023-11-27,6,1,0,0,929,10.0,3.0,0.0,4.0,5.0,1.0,0.0,3.0,7.0,44.0,0,0,0,0,0,0,12,0.4545454545454545,0.3636363636363636,0.0,15.0,4.0,35,0,15,0,20,20,4,64.71,66.67,Identity Sprawl,Review and remove excess access,MEDIUM,NORMAL,0.028271107941082563,62.25,HIGH
USR00029,zainab.wagner,zainab.wagner@company.com,Support,Engineer,user,ADMIN_SYS,2026-03-16,35,True,2023-12-12,1,0,0,0,914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Identity Sprawl,Review and remove excess access,LOW,NORMAL,0.17473808049218742,10.66,LOW
USR00030,yuki.meyer,yuki.meyer@company.com,Marketing,Manager,service-account,EMAIL|AWS_IAM,2026-03-27,24,True,2025-04-07,2,0,0,1,432,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,14.0,0,0,0,0,0,0,2,0.6666666666666666,0.3333333333333333,0.0,5.0,0.0,0,0,0,10,10,20,3,32.35,50.0,Data Access,Review sensitive data access,LOW,NORMAL,0.1593808129442737,16.07,LOW
USR00031,amitabh.taylor,amitabh.taylor@company.com,Finance,Director,power-user,Azure_AD|ServiceNow|Salesforce,2026-03-21,30,True,2024-01-24,3,0,1,0,871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,8,0,0,0,1,7.65,16.67,Privilege Abuse,Apply least privilege review,LOW,NORMAL,0.19742404876930736,2.67,LOW
USR00032,pooja.martin,pooja.martin@company.com,Support,Coordinator,user,SIEM|AWS_IAM,2026-04-07,13,True,2023-06-21,2,0,0,0,1088,5.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,16.0,0,0,0,0,0,0,2,0.1666666666666666,0.1666666666666666,0.0,0.0,8.0,0,0,0,0,0,0,0,0.0,0.0,Identity Sprawl,Review and remove excess access,LOW,NORMAL,0.06105679836322886,50.71,MEDIUM
USR00033,michael.sharma,michael.sharma@company.com,Legal,Officer,power-user,AWS_IAM|EMAIL|Azure_AD|GCP,2026-03-25,26,True,2023-06-10,4,0,1,0,1099,4.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,26.0,0,0,0,0,0,0,8,0.2,0.2,0.0,15.0,0.0,0,0,8,0,10,0,2,16.47,33.33,Behavior,Investigate suspicious activity,LOW,NORMAL,0.08775713966436005,41.3,MEDIUM
USR00034,harsh.jones,harsh.jones@company.com,Operations,Specialist,service-account,EMAIL|AWS_IAM,2026-03-08,43,True,2024-10-23,2,0,0,1,598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0,0,0,10,0,0,1,8.82,16.67,Service Account,Validate automation ownership,LOW,NORMAL,0.2011717466097181,1.35,LOW
USR00035,nikhil.rao,nikhil.rao@company.com,Executive,Lead,admin,PROD_DB|EMAIL|ServiceNow|SIEM|Salesforce|AD,2026-02-23,56,True,2025-07-05,6,1,0,0,343,11.0,1.0,0.0,5.0,3.0,1.0,3.0,3.0,7.0,44.0,1,0,0,1,0,0,12,0.25,0.4166666666666667,15.0,15.0,4.0,35,20,15,0,20,10,5,73.53,83.33,Identity Sprawl,Review and remove excess access,HIGH,ANOMALY,-0.03225947595275902,83.58,CRITICAL
USR00036,nicholas.harris,nicholas.harris@company.com,Marketing,Analyst,user,AD|Azure_AD,2026-03-11,40,True,2025-11-25,2,0,0,0,200,18.0,4.0,1.0,8.0,14.0,3.0,5.0,4.0,7.0,24.0,1,0,0,0,0,0,2,0.7368421052631579,0.4210526315789473,25.0,20.0,12.0,10,0,0,0,30,55,3,64.71,50.0,Data Access,Review sensitive data access,MEDIUM,ANOMALY,-0.0714366595537742,97.38,CRITICAL
USR00037,ronald.wilson,ronald.wilson@company.com,Finance,Coordinator,power-user,AD|AWS_IAM|Azure_AD|EMAIL,2026-03-26,25,True,2024-03-06,4,0,1,0,829,7.0,3.0,0.0,3.0,3.0,1.0,2.0,0.0,4.0,28.0,0,0,0,0,0,0,8,0.375,0.375,10.0,0.0,4.0,0,0,8,0,10,10,3,25.29,50.0,Behavior,Investigate suspicious activity,LOW,NORMAL,0.10519440439501876,35.16,LOW
USR00038,aisha.kim,aisha.kim@company.com,Compliance,Engineer,user,Azure_AD,2026-04-15,5,True,2022-07-14,1,0,0,0,1430,6.0,3.0,0.0,3.0,4.0,0.0,1.0,1.0,6.0,17.0,0,0,0,0,0,0,1,0.5714285714285714,0.4285714285714285,5.0,5.0,0.0,10,0,0,0,10,20,3,32.35,50.0,Data Access,Review sensitive data access,LOW,NORMAL,0.13908469130167173,23.22,LOW
USR00039,stephen.bhat,stephen.bhat@company.com,Engineering,Engineer,user,GCP|VPN,2026-03-26,25,True,2023-09-11,2,0,0,0,1006,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,16.0,0,0,0,0,0,0,2,0.25,0.0,0.0,0.0,4.0,0,0,0,0,0,0,0,0.0,0.0,Identity Sprawl,Review and remove excess access,LOW,NORMAL,0.09733460278973094,37.93,LOW
USR00040,nicholas.romano,nicholas.romano@company.com,Security,Officer,power-user,EMAIL|VPN,2026-02-27,52,True,2023-12-02,2,0,1,0,924,7.0,3.0,1.0,5.0,1.0,1.0,0.0,1.0,5.0,20.0,1,0,0,0,0,0,4,0.125,0.625,0.0,5.0,4.0,0,0,8,10,20,0,3,31.18,50.0,Behavior,Investigate suspicious activity,LOW,NORMAL,0.08969770276504574,40.62,MEDIUM
USR00041,matthew.huang,matthew.huang@company.com,Operations,Lead,power-user,Salesforce|EMAIL,2026-04-13,7,True,2025-10-08,2,0,1,0,248,5.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,16.0,0,0,0,0,0,0,4,0.0,0.1666666666666666,0.0,0.0,8.0,0,0,8,0,0,0,1,7.65,16.67,Privilege Abuse,Apply least privilege review,LOW,NORMAL,0.06372583027141121,49.77,MEDIUM
USR00042,kenneth.sanchez,kenneth.sanchez@company.com,Support,Engineer,user,ServiceNow,2026-03-05,46,True,2023-12-06,1,0,0,0,920,6.0,1.0,0.0,5.0,1.0,1.0,0.0,2.0,4.0,13.0,1,0,0,0,0,0,1,0.1428571428571428,0.7142857142857143,0.0,10.0,4.0,0,0,0,10,20,0,2,23.53,33.33,Behavior,Investigate suspicious activity,LOW,NORMAL,0.08362991155388555,42.75,MEDIUM
USR00043,matthew.bernard,matthew.bernard@company.com,Operations,Coordinator,power-user,GCP|AD|SIEM|Okta,2026-03-18,33,True,2024-11-02,4,0,1,0,588,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,22.0,1,0,0,0,0,0,8,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0,0,8,10,20,20,4,45.88,66.67,Behavior,Investigate suspicious activity,MEDIUM,NORMAL,0.12061870314611511,29.72,LOW
USR00044,pooja.mishra,pooja.mishra@company.com,Finance,Developer,admin,EMAIL|SIEM|ADMIN_SYS|Salesforce|Azure_AD,2026-02-20,59,True,2023-11-18,5,1,0,0,938,6.0,3.0,0.0,3.0,2.0,1.0,3.0,0.0,5.0,35.0,1,0,0,1,0,0,10,0.2857142857142857,0.4285714285714285,15.0,0.0,4.0,10,20,15,0,10,10,5,52.94,83.33,Stale Account,Disable dormant account,MEDIUM,NORMAL,0.044849690869303904,56.41,MEDIUM
USR00045,stephen.kumar,stephen.kumar@company.com,Security,Coordinator,user,Azure_AD|Salesforce,2026-03-25,26,True,2022-09-10,2,0,0,0,1372,5.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,4.0,18.0,0,0,0,0,0,0,2,0.5,0.5,0.0,0.0,4.0,0,0,0,0,10,10,2,17.65,33.33,Behavior,Investigate suspicious activity,LOW,NORMAL,0.132958351685664,25.38,LOW
USR00046,deepika.li,deepika.li@company.com,Support,Manager,user,PROD_DB,2026-03-03,48,True,2024-07-14,1,0,0,0,699,8.0,2.0,1.0,3.0,4.0,0.0,4.0,0.0,7.0,19.0,1,0,0,0,0,0,1,0.4444444444444444,0.3333333333333333,20.0,0.0,0.0,10,0,0,0,10,20,3,32.35,50.0,Data Access,Review sensitive data access,LOW,NORMAL,0.07931733480553083,44.27,MEDIUM
USR00047,george.clark,george.clark@company.com,Engineering,Lead,power-user,Azure_AD|ServiceNow,2026-02-24,55,True,2024-04-12,2,0,1,0,792,7.0,2.0,0.0,3.0,3.0,1.0,3.0,3.0,5.0,20.0,1,0,0,0,0,0,4,0.375,0.375,15.0,15.0,4.0,0,0,8,0,20,20,3,37.06,50.0,Behavior,Investigate suspicious activity,MEDIUM,NORMAL,0.07779944325110577,44.81,MEDIUM
USR00048,xiulan.colombo,xiulan.colombo@company.com,Compliance,Administrator,user,GCP|Azure_AD,2026-03-17,34,True,2023-10-28,2,0,0,0,959,4.0,2.0,0.0,2.0,3.0,0.0,3.0,0.0,3.0,16.0,1,0,0,0,0,0,2,0.6,0.4,15.0,0.0,0.0,0,0,0,0,10,30,2,29.41,33.33,Data Access,Review sensitive data access,LOW,NORMAL,0.12591350917409733,27.86,LOW
USR00049,thomas.kang,thomas.kang@company.com,Engineering,Administrator,user,EMAIL|AWS_IAM,2026-03-27,24,True,2022-08-24,2,0,0,0,1389,7.0,1.0,2.0,7.0,4.0,1.0,3.0,0.0,3.0,16.0,0,0,0,0,0,0,2,0.5,0.875,15.0,0.0,4.0,0,0,0,10,20,20,3,38.24,50.0,Behavior,Investigate suspicious activity,MEDIUM,NORMAL,0.0435206747965452,56.88,MEDIUM
USR00050,nisha.martinez,nisha.martinez@company.com,HR,Architect,user,EMAIL,2026-03-26,25,True,2024-02-19,1,0,0,0,845,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,0,0,0,0,0,0,1,0.0,0.5,0.0,0.0,0.0,0,0,0,0,10,0,1,8.82,16.67,Behavior,Investigate suspicious activity,LOW,NORMAL,0.1461881424908495,20.72,LOW
USR00051,meera.quinn,meera.quinn@company.com,Executive,Developer,user,VPN|ServiceNow,2026-03-21,30,True,2025-01-26,2,0,0,0,503,5.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,5.0,20.0,0,0,0,0,0,0,2,0.0,0.5,5.0,0.0,0.0,0,0,0,0,10,0,1,8.82,16.67,Behavior,Investigate suspicious activity,LOW,NORMAL,0.09882732805449063,37.4,LOW
USR00052,leila.sun,leila.sun@company.com,Engineering,Administrator,user,AD,2026-02-26,53,True,2024-04-05,1,0,0,0,799,5.0,1.0,2.0,3.0,4.0,0.0,0.0,1.0,4.0,13.0,1,0,0,0,0,0,1,0.6666666666666666,0.5,0.0,5.0,0.0,0,0,0,0,10,20,2,23.53,33.33,Data Access,Review sensitive data access,LOW,NORMAL,0.13443025807974884,24.86,LOW
USR00053,timothy.jo,timothy.jo@company.com,Engineering,Engineer,user,SIEM|PROD_DB,2026-04-09,11,True,2025-09-20,2,0,0,0,266,4.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,4.0,18.0,0,0,0,0,0,0,2,0.4,0.2,5.0,5.0,4.0,0,0,0,0,0,10,1,8.82,16.67,Data Access,Review sensitive data access,LOW,NORMAL,0.12576522546976415,27.91,LOW
USR00054,edward.smith,edward.smith@company.com,Support,Specialist,user,ADMIN_SYS,2026-04-08,12,True,2023-07-28,1,0,0,0,1051,4.0,3.0,0.0,3.0,1.0,0.0,0.0,1.0,3.0,11.0,0,0,0,0,0,0,1,0.2,0.6,0.0,5.0,0.0,0,0,0,10,20,0,2,23.53,33.33,Behavior,Investigate suspicious activity,LOW,NORMAL,0.13860319003154203,23.39,LOW
USR00055,neha.johnson,neha.johnson@company.com,Sales,Analyst,user,GCP,2026-03-02,49,True,2025-05-20,1,0,0,0,389,4.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,4.0,13.0,1,0,0,0,0,0,1,0.2,0.4,0.0,5.0,0.0,0,0,0,0,10,0,1,8.82,16.67,Behavior,Investigate suspicious activity,LOW,NORMAL,0.13796085495770238,23.62,LOW
USR00056,william.kumar,william.kumar@company.com,Compliance,Manager,user,Azure_AD|VPN,2026-02-21,58,True,2023-09-13,2,0,0,0,1004,4.0,0.0,1.0,2.0,4.0,0.0,1.0,1.0,3.0,16.0,1,0,0,0,0,0,2,0.8,0.4,5.0,5.0,0.0,0,0,0,0,10,20,2,23.53,33.33,Data Access,Review sensitive data access,LOW,NORMAL,0.13285077691009006,25.42,LOW
USR00057,zainab.jo,zainab.jo@company.com,Sales,Architect,admin,GCP|ADMIN_SYS|AD|SIEM,2026-04-06,14,True,2024-06-15,4,1,0,0,728,10.0,2.0,0.0,3.0,8.0,2.0,2.0,0.0,7.0,34.0,0,0,0,0,0,0,8,0.7272727272727273,0.2727272727272727,10.0,0.0,8.0,10,0,15,0,0,30,3,41.18,50.0,Data Access,Review sensitive data access,MEDIUM,NORMAL,0.025582053739247712,63.2,HIGH
USR00058,anthony.taylor,anthony.taylor@company.com,Finance,Administrator,user,AD,2026-02-28,51,True,2024-07-06,1,0,0,0,707,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Identity Sprawl,Review and remove excess access,LOW,NORMAL,0.1334161821127564,25.22,LOW
